n,p,seed,ai_depth,num_moves,winner,nodes_explored,elapsed_seconds
16,0.5,59,3,3,1,121,0.00148
16,0.5,60,3,3,1,98,0.001358
16,0.5,61,3,3,1,59,0.000956
16,0.5,62,3,3,1,74,0.001169
16,0.5,63,3,4,2,102,0.001564
16,0.5,64,3,3,1,59,0.000882
16,0.5,65,3,4,2,133,0.002083
16,0.5,66,3,3,1,59,0.00096
16,0.5,67,3,3,1,65,0.000981
16,0.5,68,3,4,2,103,0.001559
16,0.5,69,3,3,1,94,0.00109
16,0.5,70,3,3,1,63,0.001231
16,0.5,71,3,3,1,58,0.001009
16,0.5,72,3,3,1,63,0.00083
16,0.5,73,3,3,1,80,0.001043
16,0.5,74,3,3,1,64,0.000876
16,0.5,75,3,4,2,118,0.00186
16,0.5,76,3,3,1,58,0.000991
16,0.5,77,3,3,1,63,0.001111
16,0.5,78,3,3,1,77,0.001044
16,0.5,79,3,3,1,67,0.000944
16,0.5,80,3,4,2,121,0.001923
16,0.5,81,3,3,1,63,0.000881
16,0.5,82,3,3,1,59,0.000937
16,0.5,83,3,3,1,60,0.000864
16,0.5,84,3,3,1,63,0.001043
16,0.5,85,3,3,1,78,0.00127
16,0.5,86,3,3,1,76,0.000963
16,0.5,87,3,3,1,55,0.000841
16,0.5,88,3,3,1,56,0.000802
16,0.5,89,3,4,2,122,0.001975
16,0.5,90,3,3,1,81,0.001169
16,0.5,91,3,4,2,129,0.001601
16,0.5,92,3,4,2,121,0.001812
16,0.5,93,3,4,2,106,0.001696
16,0.5,94,3,3,1,66,0.000872
16,0.5,95,3,3,1,75,0.000969
16,0.5,96,3,3,1,62,0.000913
16,0.5,97,3,4,2,125,0.002399
16,0.5,98,3,3,1,100,0.001294
16,0.5,99,3,3,1,70,0.001209
17,0.5,0,3,3,1,71,0.001266
17,0.5,1,3,4,2,135,0.001966
17,0.5,2,3,4,2,125,0.001901
17,0.5,3,3,3,1,93,0.001174
17,0.5,4,3,3,1,59,0.001235
17,0.5,5,3,3,1,165,0.002039
17,0.5,6,3,3,1,68,0.001038
17,0.5,7,3,3,1,83,0.001691
17,0.5,8,3,3,1,69,0.00144
17,0.5,9,3,3,1,77,0.001193
17,0.5,10,3,3,1,58,0.001049
17,0.5,11,3,3,1,71,0.001177
17,0.5,12,3,3,1,69,0.001174
17,0.5,13,3,3,1,62,0.001174
17,0.5,14,3,3,1,78,0.001133
17,0.5,15,3,4,2,182,0.003132
17,0.5,16,3,3,1,63,0.001045
17,0.5,17,3,4,2,151,0.002505
17,0.5,18,3,4,2,160,0.00224
17,0.5,19,3,3,1,84,0.00118
17,0.5,20,3,3,1,86,0.001102
17,0.5,21,3,3,1,104,0.001453
17,0.5,22,3,4,2,166,0.00228
17,0.5,23,3,3,1,101,0.00127
17,0.5,24,3,3,1,70,0.00099
17,0.5,25,3,3,1,70,0.001497
17,0.5,26,3,3,1,66,0.001172
17,0.5,27,3,3,1,74,0.001046
17,0.5,28,3,3,1,71,0.001019
17,0.5,29,3,3,1,124,0.001498
17,0.5,30,3,4,2,123,0.001888
17,0.5,31,3,4,2,147,0.001855
17,0.5,32,3,4,2,110,0.001879
17,0.5,33,3,4,2,137,0.002059
17,0.5,34,3,4,2,138,0.002057
17,0.5,35,3,3,1,66,0.00094
17,0.5,36,3,3,1,66,0.001053
17,0.5,37,3,5,1,164,0.002407
17,0.5,38,3,4,2,132,0.002044
17,0.5,39,3,4,2,116,0.001561
17,0.5,40,3,3,1,94,0.001149
17,0.5,41,3,3,1,70,0.000962
17,0.5,42,3,4,2,175,0.002377
17,0.5,43,3,4,2,153,0.002517
17,0.5,44,3,3,1,66,0.001026
17,0.5,45,3,4,2,165,0.002435
17,0.5,46,3,4,2,134,0.001995
17,0.5,47,3,4,2,134,0.002048
17,0.5,48,3,3,1,58,0.001089
17,0.5,49,3,3,1,79,0.00118
17,0.5,50,3,3,1,66,0.00126
17,0.5,51,3,4,2,157,0.002783
17,0.5,52,3,3,1,98,0.001478
17,0.5,53,3,3,1,71,0.001172
17,0.5,54,3,3,1,79,0.001227
17,0.5,55,3,3,1,85,0.001553
17,0.5,56,3,3,1,67,0.00118
17,0.5,57,3,3,1,82,0.001312
17,0.5,58,3,3,1,123,0.001692
17,0.5,59,3,3,1,112,0.001756
17,0.5,60,3,3,1,92,0.001621
17,0.5,61,3,3,1,66,0.0011
17,0.5,62,3,3,1,87,0.001264
17,0.5,63,3,3,1,67,0.001245
17,0.5,64,3,3,1,66,0.001024
17,0.5,65,3,4,2,150,0.002003
17,0.5,66,3,3,1,60,0.001015
17,0.5,67,3,4,2,144,0.001984
17,0.5,68,3,4,2,148,0.002096
17,0.5,69,3,4,2,145,0.002487
17,0.5,70,3,3,1,87,0.001233
17,0.5,71,3,3,1,62,0.001017
17,0.5,72,3,3,1,70,0.001051
17,0.5,73,3,3,1,63,0.001092
17,0.5,74,3,4,2,118,0.001861
17,0.5,75,3,5,1,138,0.002197
17,0.5,76,3,4,2,129,0.001842
17,0.5,77,3,3,1,107,0.001439
17,0.5,78,3,3,1,64,0.001252
17,0.5,79,3,3,1,80,0.001168
17,0.5,80,3,3,1,67,0.00098
17,0.5,81,3,4,2,129,0.001966
17,0.5,82,3,3,1,70,0.001078
17,0.5,83,3,3,1,70,0.000999
17,0.5,84,3,4,2,143,0.002071
17,0.5,85,3,3,1,84,0.001197
17,0.5,86,3,3,1,105,0.001375
17,0.5,87,3,3,1,62,0.001049
17,0.5,88,3,3,1,85,0.001248
17,0.5,89,3,3,1,69,0.00136
17,0.5,90,3,3,1,68,0.0012
17,0.5,91,3,3,1,72,0.001187
17,0.5,92,3,3,1,77,0.001337
17,0.5,93,3,3,1,62,0.001134
17,0.5,94,3,4,2,127,0.002219
17,0.5,95,3,3,1,80,0.001351
17,0.5,96,3,4,2,125,0.002151
17,0.5,97,3,4,2,141,0.002404
17,0.5,98,3,3,1,87,0.001677
17,0.5,99,3,3,1,93,0.001439
18,0.5,0,3,4,2,145,0.00256
18,0.5,1,3,3,1,69,0.001463
18,0.5,2,3,4,2,135,0.0025
18,0.5,3,3,4,2,153,0.002533
18,0.5,4,3,3,1,64,0.001163
18,0.5,5,3,3,1,70,0.001504
18,0.5,6,3,3,1,77,0.001242
18,0.5,7,3,3,1,85,0.001475
18,0.5,8,3,3,1,74,0.001307
18,0.5,9,3,3,1,80,0.001288
18,0.5,10,3,3,1,69,0.001145
18,0.5,11,3,3,1,72,0.001311
18,0.5,12,3,3,1,154,0.001968
18,0.5,13,3,4,2,120,0.001955
18,0.5,14,3,3,1,74,0.001408
18,0.5,15,3,3,1,107,0.001682
18,0.5,16,3,3,1,62,0.001192
18,0.5,17,3,3,1,92,0.001329
18,0.5,18,3,4,2,154,0.002883
18,0.5,19,3,4,2,143,0.00223
18,0.5,20,3,3,1,70,0.001337
18,0.5,21,3,3,1,87,0.00143
18,0.5,22,3,4,2,146,0.002387
18,0.5,23,3,4,2,135,0.001959
18,0.5,24,3,3,1,69,0.001081
18,0.5,25,3,3,1,73,0.00114
18,0.5,26,3,3,1,67,0.001181
18,0.5,27,3,4,2,138,0.002013
18,0.5,28,3,4,2,125,0.001958
18,0.5,29,3,3,1,95,0.001304
18,0.5,30,3,3,1,148,0.001865
18,0.5,31,3,3,1,81,0.001265
18,0.5,32,3,3,1,69,0.001178
18,0.5,33,3,4,2,135,0.002148
18,0.5,34,3,4,2,136,0.00247
18,0.5,35,3,3,1,90,0.001537
18,0.5,36,3,3,1,83,0.001405
18,0.5,37,3,3,1,74,0.001474
18,0.5,38,3,3,1,80,0.001723
18,0.5,39,3,3,1,94,0.002576
18,0.5,40,3,3,1,70,0.001276
18,0.5,41,3,3,1,73,0.001199
18,0.5,42,3,3,1,210,0.002736
18,0.5,43,3,4,2,157,0.002709
18,0.5,44,3,3,1,103,0.00156
18,0.5,45,3,3,1,151,0.002477
18,0.5,46,3,3,1,81,0.001335
18,0.5,47,3,3,1,82,0.001281
18,0.5,48,3,3,1,69,0.001221
18,0.5,49,3,3,1,83,0.001355
18,0.5,50,3,3,1,62,0.001119
18,0.5,51,3,5,1,191,0.003135
18,0.5,52,3,3,1,74,0.001801
18,0.5,53,3,3,1,74,0.001774
18,0.5,54,3,3,1,77,0.001244
18,0.5,55,3,3,1,122,0.001629
18,0.5,56,3,3,1,90,0.001401
18,0.5,57,3,4,2,148,0.00235
18,0.5,58,3,3,1,77,0.001274
18,0.5,59,3,3,1,73,0.00123
18,0.5,60,3,4,2,161,0.002455
18,0.5,61,3,3,1,139,0.002069
18,0.5,62,3,3,1,108,0.001583
18,0.5,63,3,3,1,69,0.001213
18,0.5,64,3,3,1,77,0.001277
18,0.5,65,3,3,1,74,0.001231
18,0.5,66,3,3,1,60,0.001141
18,0.5,67,3,4,2,146,0.002474
18,0.5,68,3,3,1,96,0.001553
18,0.5,69,3,4,2,150,0.002534
18,0.5,70,3,4,2,156,0.003103
18,0.5,71,3,3,1,73,0.0013
18,0.5,72,3,3,1,95,0.001522
18,0.5,73,3,3,1,74,0.001473
18,0.5,74,3,4,2,162,0.002424
18,0.5,75,3,4,2,111,0.001975
18,0.5,76,3,3,1,69,0.00124
18,0.5,77,3,3,1,88,0.001802
18,0.5,78,3,3,1,98,0.001438
18,0.5,79,3,3,1,80,0.001265
18,0.5,80,3,3,1,73,0.001425
18,0.5,81,3,3,1,105,0.001543
18,0.5,82,3,3,1,90,0.001423
18,0.5,83,3,4,2,149,0.002446
18,0.5,84,3,4,2,129,0.002306
18,0.5,85,3,3,1,78,0.001393
18,0.5,86,3,3,1,69,0.001338
18,0.5,87,3,3,1,70,0.001329
18,0.5,88,3,4,2,130,0.002148
18,0.5,89,3,4,2,148,0.002333
18,0.5,90,3,3,1,76,0.001263
18,0.5,91,3,4,2,144,0.002443
18,0.5,92,3,4,2,129,0.002838
18,0.5,93,3,3,1,74,0.001506
18,0.5,94,3,3,1,74,0.001316
18,0.5,95,3,4,2,174,0.002642
18,0.5,96,3,3,1,69,0.001277
18,0.5,97,3,4,2,136,0.002759
18,0.5,98,3,3,1,99,0.001503
18,0.5,99,3,3,1,77,0.00131
19,0.5,0,3,3,1,105,0.001901
19,0.5,1,3,5,1,163,0.002774
19,0.5,2,3,4,2,173,0.002839
19,0.5,3,3,4,2,143,0.002399
19,0.5,4,3,3,1,72,0.001245
19,0.5,5,3,4,2,152,0.002714
19,0.5,6,3,3,1,122,0.002096
19,0.5,7,3,4,2,127,0.002502
19,0.5,8,3,3,1,69,0.001224
19,0.5,9,3,3,1,81,0.001231
19,0.5,10,3,3,1,104,0.001437
19,0.5,11,3,3,1,161,0.002367
19,0.5,12,3,4,2,157,0.002217
19,0.5,13,3,3,1,100,0.001414
19,0.5,14,3,3,1,77,0.001484
19,0.5,15,3,3,1,122,0.001612
19,0.5,16,3,3,1,111,0.001564
19,0.5,17,3,3,1,97,0.001381
19,0.5,18,3,4,2,139,0.002106
19,0.5,19,3,4,2,181,0.002535
19,0.5,20,3,3,1,63,0.001869
19,0.5,21,3,3,1,91,0.001392
19,0.5,22,3,3,1,72,0.001409
19,0.5,23,3,4,2,163,0.002474
19,0.5,24,3,4,2,146,0.002169
19,0.5,25,3,3,1,75,0.001142
19,0.5,26,3,3,1,109,0.001583
19,0.5,27,3,4,2,169,0.002428
19,0.5,28,3,3,1,71,0.001199
19,0.5,29,3,3,1,90,0.001471
19,0.5,30,3,3,1,81,0.001477
19,0.5,31,3,4,2,167,0.002311
19,0.5,32,3,4,2,185,0.002739
19,0.5,33,3,3,1,117,0.001469
19,0.5,34,3,3,1,92,0.001243
19,0.5,35,3,3,1,76,0.001222
19,0.5,36,3,5,1,166,0.002467
19,0.5,37,3,4,2,179,0.003437
19,0.5,38,3,3,1,86,0.001499
19,0.5,39,3,3,1,72,0.00123
19,0.5,40,3,4,2,149,0.002217
19,0.5,41,3,4,2,169,0.002445
19,0.5,42,3,3,1,80,0.001249
19,0.5,43,3,3,1,93,0.001561
19,0.5,44,3,4,2,158,0.002586
19,0.5,45,3,4,2,185,0.003239
19,0.5,46,3,4,2,150,0.002436
19,0.5,47,3,4,2,155,0.002634
19,0.5,48,3,3,1,72,0.001198
19,0.5,49,3,3,1,72,0.001283
19,0.5,50,3,4,2,180,0.002575
19,0.5,51,3,4,2,178,0.002884
19,0.5,52,3,3,1,76,0.001176
19,0.5,53,3,5,1,200,0.003302
19,0.5,54,3,5,1,172,0.002488
19,0.5,55,3,4,2,159,0.002514
19,0.5,56,3,3,1,82,0.001262
19,0.5,57,3,3,1,131,0.002265
19,0.5,58,3,3,1,83,0.001375
19,0.5,59,3,4,2,171,0.002217
19,0.5,60,3,4,2,153,0.002143
19,0.5,61,3,4,2,157,0.002253
19,0.5,62,3,4,2,196,0.002454
19,0.5,63,3,3,1,87,0.001387
19,0.5,64,3,4,2,168,0.002681
19,0.5,65,3,4,2,158,0.002475
19,0.5,66,3,4,2,142,0.00214
19,0.5,67,3,3,1,99,0.001393
19,0.5,68,3,4,2,148,0.002183
19,0.5,69,3,3,1,96,0.001517
19,0.5,70,3,3,1,80,0.001285
19,0.5,71,3,4,2,132,0.002351
19,0.5,72,3,3,1,87,0.001292
19,0.5,73,3,3,1,77,0.001141
19,0.5,74,3,4,2,150,0.002425
19,0.5,75,3,4,2,155,0.00271
19,0.5,76,3,4,2,153,0.002198
19,0.5,77,3,3,1,98,0.001384
19,0.5,78,3,4,2,143,0.002375
19,0.5,79,3,3,1,75,0.001185
19,0.5,80,3,3,1,71,0.001165
19,0.5,81,3,3,1,91,0.001388
19,0.5,82,3,4,2,149,0.002509
19,0.5,83,3,4,2,152,0.0024
19,0.5,84,3,3,1,77,0.00123
19,0.5,85,3,3,1,72,0.001148
19,0.5,86,3,3,1,72,0.001785
19,0.5,87,3,3,1,73,0.001658
19,0.5,88,3,3,1,79,0.001249
19,0.5,89,3,3,1,82,0.001378
19,0.5,90,3,3,1,80,0.00141
19,0.5,91,3,4,2,187,0.003193
19,0.5,92,3,4,2,209,0.00352
19,0.5,93,3,3,1,94,0.001742
19,0.5,94,3,5,1,203,0.004054
19,0.5,95,3,4,2,145,0.002662
19,0.5,96,3,3,1,79,0.001549
19,0.5,97,3,4,2,165,0.002797
19,0.5,98,3,4,2,167,0.00308
19,0.5,99,3,4,2,147,0.00329
20,0.5,0,3,3,1,79,0.001394
20,0.5,1,3,3,1,69,0.001337
20,0.5,2,3,4,2,160,0.002615
20,0.5,3,3,4,2,153,0.002854
20,0.5,4,3,3,1,80,0.001371
20,0.5,5,3,4,2,184,0.003722
20,0.5,6,3,3,1,119,0.001695
20,0.5,7,3,3,1,94,0.001461
20,0.5,8,3,3,1,79,0.001459
20,0.5,9,3,3,1,79,0.001554
20,0.5,10,3,3,1,124,0.001974
20,0.5,11,3,4,2,171,0.003499
20,0.5,12,3,3,1,86,0.001509
20,0.5,13,3,3,1,234,0.003479
20,0.5,14,3,4,2,164,0.002634
20,0.5,15,3,4,2,144,0.00268
20,0.5,16,3,4,2,138,0.002708
20,0.5,17,3,4,2,182,0.003254
20,0.5,18,3,4,2,183,0.002593
20,0.5,19,3,3,1,109,0.001496
20,0.5,20,3,3,1,79,0.001305
20,0.5,21,3,3,1,75,0.001241
20,0.5,22,3,4,2,197,0.002994
20,0.5,23,3,3,1,83,0.001464
20,0.5,24,3,4,2,167,0.002556
20,0.5,25,3,4,2,151,0.002442
20,0.5,26,3,4,2,186,0.003074
20,0.5,27,3,4,2,172,0.003153
20,0.5,28,3,3,1,78,0.001406
20,0.5,29,3,3,1,79,0.001426
20,0.5,30,3,4,2,202,0.003102
20,0.5,31,3,3,1,113,0.0017
20,0.5,32,3,3,1,83,0.001423
20,0.5,33,3,4,2,141,0.002371
20,0.5,34,3,4,2,175,0.002694
20,0.5,35,3,4,2,157,0.002876
20,0.5,36,3,3,1,97,0.001536
20,0.5,37,3,4,2,175,0.002818
20,0.5,38,3,4,2,198,0.002777
20,0.5,39,3,3,1,83,0.00137
20,0.5,40,3,4,2,186,0.002742
20,0.5,41,3,5,1,237,0.003948
20,0.5,42,3,3,1,83,0.001261
20,0.5,43,3,4,2,164,0.00244
20,0.5,44,3,4,2,144,0.00228
20,0.5,45,3,5,1,184,0.002746
20,0.5,46,3,4,2,156,0.002772
20,0.5,47,3,4,2,149,0.0026
20,0.5,48,3,3,1,79,0.001551
20,0.5,49,3,4,2,172,0.002785
20,0.5,50,3,3,1,155,0.002053
20,0.5,51,3,4,2,205,0.00331
20,0.5,52,3,3,1,121,0.001599
20,0.5,53,3,4,2,160,0.002601
20,0.5,54,3,4,2,161,0.002487
20,0.5,55,3,3,1,120,0.001774
20,0.5,56,3,4,2,154,0.002388
20,0.5,57,3,3,1,79,0.001241
20,0.5,58,3,3,1,134,0.001986
20,0.5,59,3,4,2,195,0.003477
20,0.5,60,3,3,1,84,0.001659
20,0.5,61,3,3,1,95,0.001716
20,0.5,62,3,4,2,187,0.002784
20,0.5,63,3,3,1,101,0.001596
20,0.5,64,3,3,1,80,0.001322
20,0.5,65,3,5,1,224,0.004224
20,0.5,66,3,3,1,97,0.001647
20,0.5,67,3,4,2,165,0.002839
20,0.5,68,3,4,2,192,0.00315
20,0.5,69,3,3,1,83,0.001371
20,0.5,70,3,4,2,147,0.002673
20,0.5,71,3,4,2,218,0.003789
20,0.5,72,3,4,2,175,0.002729
20,0.5,73,3,3,1,79,0.001353
20,0.5,74,3,4,2,191,0.003286
20,0.5,75,3,5,1,223,0.003574
20,0.5,76,3,4,2,167,0.002819
20,0.5,77,3,4,2,213,0.003192
20,0.5,78,3,4,2,202,0.002934
20,0.5,79,3,3,1,96,0.001555
20,0.5,80,3,4,2,152,0.002786
20,0.5,81,3,3,1,79,0.001386
20,0.5,82,3,3,1,113,0.002796
20,0.5,83,3,4,2,192,0.003437
20,0.5,84,3,3,1,82,0.001651
20,0.5,85,3,4,2,168,0.002771
20,0.5,86,3,3,1,105,0.001557
20,0.5,87,3,3,1,76,0.001427
20,0.5,88,3,3,1,101,0.00177
20,0.5,89,3,4,2,152,0.002695
20,0.5,90,3,3,1,77,0.001458
20,0.5,91,3,4,2,146,0.002293
20,0.5,92,3,4,2,172,0.002576
20,0.5,93,3,3,1,91,0.001419
20,0.5,94,3,3,1,102,0.001457
20,0.5,95,3,3,1,75,0.001581
20,0.5,96,3,3,1,77,0.001868
20,0.5,97,3,4,2,198,0.002796
20,0.5,98,3,3,1,94,0.001758
20,0.5,99,3,4,2,169,0.002439
